review,sentiment
a joy to watch from start to finish. the cast was visually stunning with great cinematography. in addition incredibly well paced and entertaining.,1
Saw this with family. painfully boring and slow paced. in addition two hours I will never get back.,0
Watched it last night. the special effects were laughably bad. in addition do not waste your time. honestly terrible acting throughout. the story was the dialogue was awful.,0
absolutely brilliant film. honestly kept me on the edge of my seat. honestly some scenes were memorable. to be honest emotionally powerful and moving. and also emotionally powerful and moving.,1
terrible acting throughout. furthermore do not waste your time.,0
the script was badly written. honestly two hours I will never get back. furthermore the script was badly written.,0
complete waste of time and money. furthermore the plot made absolutely no sense. furthermore fell apart completely in the third act.,0
brought tears to my eyes in the best way. the story was engaging and thought provoking.,1
the acting was phenomenal throughout. the story was engaging and thought provoking. the story was excellent script and direction. in addition one of the best films I have seen.,1
incredibly well paced and entertaining. honestly a triumph of storytelling.,1
two hours I will never get back. and also painfully boring and slow paced.,0
the plot twists were spectacular. honestly the plot twists were spectacular. and also brought tears to my eyes in the best way. to be honest masterpiece of modern cinema.,1
Would recommend. deeply moving and memorable experience. I felt that heartwarming and genuinely touching.,1
beautifully crafted story. in addition visually stunning with great cinematography. in addition outstanding performance by the lead actor.,1
no originality whatsoever. I felt that deeply disappointing film. the story was could not connect with any character. and also a predictable and cliche story.,0
superb direction and writing. furthermore incredibly well paced and entertaining. and also excellent script and direction. honestly superb direction and writing.,1
